transcript,summary
"#Person1#: Hey Rachael, kya haal chaal? Tera din kaisa hai? #Person2#: Koi badi baat nahi. Aaj hamari ek badi meeting thi, yaad hai? #Person1#: Oh, haan. Main bhool gaya. Toh woh kaise gayi? #Person2#: Kaafi achhi. Mujhe lagta hai boss ko meri ideas pasand aayi. #Person1#: Shandar, toh ab kya hoga? #Person2#: Well, mujhe proposal likhna hai. Main iske liye kaafi excited hoon.",Rachael #Person1# ko batati hai ki boss ko uski ideas pasand aayi.
"#Person1#: Jab tumhe apartment chahiye hota hai, tum kahan dekhte ho? #Person2#: Hamare school ki website par apartments ke liye ek link hai. #Person1#: Kya main kisi ke saath apartment share kar sakta hoon? #Person2#: Kuch ads newspaper mein hain jo log roommates ke liye dekh rahe hain. #Person1#: Kya is sheher mein apartments mehange hain? #Person2#: Tumhe single apartment chahiye, ya yeh do logon ke liye hai? #Person1#: Mujhe do-bedroom apartment chahiye. #Person2#: Tumhe aisa apartment lagbhag pandrah sau dollars mahine mein mil jayega. #Person1#: Kya tumhare paas mere saath apartments dekhne ka time hoga? #Person2#: Mujhe apartment hunting karna pasand hai. Main tumhare saath jaane ke liye khush hoon.","#Person2# #Person1# ko school ki website check karne ke liye kehta hai apartment information ke liye, aur #Person1# ke saath apartments dekhne ke liye tayyar hota hai."
"#Person1#: Main ek music band bana raha hoon. #Person2#: Kya tumhe already kisi instrument bajana aata hai? #Person1#: Uh... Haan! Maine tumhe hazaar baar bataya hai ki main drums bajana seekh raha hoon. Ab jab mujhe achhe se bajana aata hai, main ek rock band banana chahta hoon. #Person2#: Tumhare alawa aur kaun band ke members hain? #Person1#: Hamare paas ek ladka hai jo guitar bajata hai, aur ek aur jo bass bajata hai. Lekin abhi tak humein koi singer nahi mila. Tumne mujhe bataya tha ki tumhare paas kuch musical talent hai, hai na? #Person2#: Haan, main ek singer hoon. #Person1#: Perfect. Toh tum is weekend mere ghar par audition de sakte ho. #Person2#: Great! Yahan rukna? Tumhare paas amplifiers, microphones ya tumhare drums ke liye kaafi jagah nahi hai! Waise tum unhe kahan rakhte ho ya practice karte ho?",#Person1# band bana raha hai. #Person1# drums bajana jaanta hai aur uske paas ek guitar wala aur ek bass wala hai. #Person1# #Person2# ko singer ke liye audition dene ke liye bulaata hai.
"#Person1#: Aaj aapko koi meat chahiye, Mrs. Bird? #Person2#: Haan, please. #Person1#: Aapko beef chahiye ya lamb? #Person2#: Beef, please. #Person1#: Ye lamb bahut accha hai. #Person2#: Mujhe lamb pasand hai, lekin mere husband ko nahi. #Person1#: Steak ke baare mein kya? Ye ek accha piece hai. #Person2#: Mujhe wo piece do, please, aur ek pond meat bhi. #Person1#: Kya aapko chicken chahiye, Mrs. Bird? Ye bahut accha hai. #Person2#: Nahi, thank you. Mere husband ko steak pasand hai, lekin usse chicken nahi pasand. #Person1#: Sach bataun, Mrs. Bird, mujhe bhi chicken pasand nahi hai!",Mrs. Bird beef aur steak kharidti hai #Person1# se kyunki uske husband ko steak pasand hai.
#Person1#: Kya tumhe kisi cheez ki madad chahiye? #Person2#: Mujhe ek account cancel karna hai. #Person1#: Kya tumhare account mein koi problem hai? #Person2#: Mujhe ab do alag accounts ki zarurat nahi hai. #Person1#: Tum apne account mein jo paisa hai uska kya karoge? #Person2#: Kya main ise apne bache hue account mein transfer kar sakta hoon? #Person1#: Main yeh tumhare liye kar doonga. #Person2#: Yeh bahut accha hai. #Person1#: Kya tum koi paisa withdraw karna chahoge? #Person2#: Nahi. Yeh theek hai. #Person1#: Tumhare account ko cancel karne mein mujhe sirf ek pal lagega. #Person2#: Bahut dhanyavaad.,#Person1# ne #Person2# ki madad ki ek account cancel karne aur bache hue account mein paisa transfer karne mein.
"#Person1#: Tum bahut subah uthte ho, Tom. Tum subah kya karte ho? #Person2#: Exercise. Subah ke ghante ek din ka sabse keemti samay hote hain. Humein inhe asaani se nahi guzarne dena chahiye. Samay ko pakdo aur kuch useful karo. #Person1#: Toh, tum isse bodybuilding par kharch karte ho. Tum kahaan exercise karte ho? #Person2#: Aam taur par, main Black Bamboo Park tak daudta hoon warm-up ke liye. Admission free hai. Phir main apni activities shuru karta hoon. #Person1#: Kya tum har din wahi exercises karte ho? #Person2#: Nahi, maine jaan bujhkar alag-alag exercises ke beech ek balance rakha hai; parallel bars, push-ups, sit-ups, bunny-hops, five-kilometer run, aur aise hi aur. Main inhe weekdays mein alternate karta hoon. Kabhi-kabhi, jab main khud ko achha mehsoos nahi karta, toh main park mein bas idle ho jaata hoon. #Person1#: Jab tum exercise ke liye fit nahi mehsoos karte, toh kyun nahi bas bistar par reh jaate? #Person2#: Achhi aadat ko banana aasaan nahi hota, tumhe pata hai. Mujhe dar hai ki agar main ek din subah jaldi nahi uthta, toh agle din uthna aur bhi mushkil ho jayega. Iske alawa, subah subah sirf thoda walk karna bhi kaafi mazedaar hota hai. Park mein idhar-udhar tumhe senior citizens ki poori gangs milti hain jo opera ya purane gaane ga rahe hote hain, er'hu bajate hain, chess khelte hain, ya bas baatein aur gossip karte hain. Unke saath judna interesting hota hai. #Person1#: Oh, haan. Gaana bhi fit rehne ka ek achha tareeka hai, kam se kam mentally.","Tom #Person1# ko batata hai ki wo subah jaldi uthkar exercise karta hai. Wo alag-alag exercises ke beech ek balance rakhta hai. Agar wo achha mehsoos nahi karta, toh wo bas idle rehta hai bistar par nahi rehta kyunki routine banana zaroori hai aur senior gangs ke saath judna interesting hota hai."
"#Person1#: Kya ab main andar aa sakta hoon, Mr. Sutcliffe? #Person2#: Well... main kaafi busy hoon, lekin... theek hai. Aao andar. Main tumhare liye kya kar sakta hoon? #Person1#: Kya main baith sakta hoon? #Person2#: Bilkul nahi. Baith jao. Ab, main tumhare liye kya kar sakta hoon? #Person1#: Main department chhodna chahta hoon. Kya tumhe lagta hai main transfer ke liye apply kar sakta hoon? #Person2#: Haan, lekin tumhe aisa kyun karna chahiye? #Person1#: Kya main seedhe baat kar sakta hoon? #Person2#: Bilkul nahi. Aage badho. #Person1#: Dekho, mujhe office pasand nahi hai. Mujhe staff pasand nahi hai. Aur mujhe dar hai ki tum aur main achhe nahi milte. Toh kya main transfer ke liye apply kar sakta hoon? #Person2#: Haan. Main khush hoon agar tum aisa karte ho.","#Person1# Mr. Cliffe ko batata hai ki #Person1# department chhodna chahta hai kyunki #Person1# ko office, staff pasand nahi hai aur #Person1# ko Mr. Cliffe se dar lagta hai."
"#Person1#: Mujhe lagta hai ki tum dono ke beech bohot achhe relations hain. #Person2#: Hum actually ek dance party mein mile the. Usne mujhe pasand kiya. #Person1#: Pehli baar usne tumhe dekha hoga toh wo tum par fida ho gaya hoga. #Person2#: Usne kaha ki main baaki sab ladkiyon ko peeche chhod deti hoon. #Person1#: Iska matlab wo tumse head over heels pyaar karta hai. #Person2#: Well, wo sach mein mujhe pasand karta hai. #Person1#: Lekin mujhe lagta hai wo tumhare jaisa nahi hai. Mujhe nahi lagta ki usne kabhi proposal diya hoga. #Person2#: Nahi, wo aisa aadmi hai jo apni candle ko bushel ke neeche chhupana pasand karta hai.",#Person2# kehti hai ki ek ladka us par fida ho gaya hai lekin #Person1# ko lagta hai ki wo #Person2# ke barabar nahi hai.
"#Person1#: Mujhe yeh pasand hoga agar aap meri beti ke liye gift chunne mein madad kar sakte hain. #Person2#: Kya usse laptop mein interest hoga? #Person1#: Yeh toh bilkul wahi hai jo main soch raha tha. #Person2#: Ek Mac ek excellent gift hoga. #Person1#: Mujhe Macs pasand hain. Mac ka price kya hai? #Person2#: Aap abhi 15-inch Pro sirf $2100 mein le ja sakte hain. #Person1#: Toh Mac hi sahi. Main ek ghar le jaunga. #Person2#: Usse yeh dekhkar bahut khushi hogi. Aur aap iske liye kaise payment karne wale hain? #Person1#: Main apni VISA use karunga, agar theek hai. #Person2#: Ab, agar aap yahan sign kar denge, toh Mac aapka ho gaya. #Person1#: Kya usse is box ke alawa kuch aur chahiye hoga? #Person2#: Jo kuch bhi usse chahiye, sab is box mein hai. #Person1#: Aapki madad ke liye shukriya. Shayad main aur computer stuff ke liye wapas aaoon. #Person2#: Aapki beti ab se straight A's le aayegi. Good-bye.",#Person1# apni beti ke liye gift chunna chahta hai. #Person2# $2100 mein 15-inch Mac Pro recommend karta hai aur #Person1# ise kharid leta hai.
"#Person1#: Kya tumhe cooking pasand hai? #Person2#: Mujhe bahut pasand hai. Main alag-alag ingredients se meal banana enjoy karta hoon aur apne doston ko uska maza lete dekhna mujhe sach mein satisfaction deta hai. Kya tumhe cooking pasand hai? #Person1#: Mujhe pasand nahi hai. Ismein bahut time lagta hai aur mujhe meal ke baad saaf safai karna bilkul nahi pasand. Main washing up, drying up, aur saare dishes aur cutlery rakhne se pareshan ho jata hoon. #Person2#: Tum guests se madad maang sakte ho. Mere guests aksar washing up karne par insist karte hain. Mujhe sirf unhe yaad dilana hota hai ki sab kuch kahan rakhna hai. #Person1#: Toh, tum kaunse dishes banana pasand karte ho? Mujhe pata hai tumhe Italian food pasand hai. #Person2#: Italian, Indian, aur Chinese. Maine abhi haal hi mein Chinese meals banana shuru kiya hai aur mujhe thoda aur practice ki zarurat hai. #Person1#: Kya tumhe Chinese food ke liye ingredients milna mushkil hota hai? #Person2#: Bilkul nahi. Tum inmein se zyada tar supermarket mein paa sakte ho. Ingredients aksar western food ke jaise hi hote hain. Food banane ka tareeka bada farq hai, ingredients nahi. #Person1#: Tumhe paanch ya chhe logon ke liye meal banane mein kitna time lagta hai? #Person2#: Yeh toh obviously is baat par depend karta hai ki main kya bana raha hoon, lekin main keh sakta hoon ki aam taur par ismein lagbhag ek aur aadha ghanta lagta hai.",#Person2# ko cooking pasand hai kyunki isse #Person2# ko satisfaction milta hai. #Person1# ko yeh pasand nahi hai kyunki yeh pareshani bhara hota hai. #Person2# ne Chinese meals banana shuru kiya hai aur kehta hai ki ingredients western meals ke jaise hain lekin preparation alag hai.
"#Person1#: Jessie, mujhe dar hai ki main aaj raat dinner ke liye ghar nahi aa sakta. #Person2#: Phir se ghar dinner ke liye nahi? Yeh to is hafte ka teesra baar hai! #Person1#: Mujhe maaf karo. Hamari company abhi abhi khuli hai. Hamesha bahut saari cheezein sambhalne ke liye hoti hain. Tumhe pata hai. #Person2#: Tumhe samjhane ki zarurat nahi hai. Jo karna hai karo. #Person1#: Main maafi chahta hoon. Tumhe mera vaada hai, main weekend par tumhare saath thoda waqt bitaunga. Main vaada karta hoon. #Person2#: Dekhte hain. #Person1#: Samajhne ke liye shukriya. Main vaada karta hoon, main tumhe iski bharpai karunga.",#Person1# Jessie ko batata hai ki #Person1# dinner ke liye ghar nahi aa sakta kyunki #Person1# busy hai. Jessie gussa hoti hai aur #Person1# weekend uske saath bitane ka vaada karta hai.
"#Person1#: Tum apne free time mein kya karte ho? #Person2#: Weekend par main aksar family ko chhote trips par le jaata hoon. #Person1#: Yeh toh interesting lagta hai. #Person2#: Haan, yeh mujhe relax karne mein madad karta hai. #Person1#: Kya tumhare paas koi hobbies hain? #Person2#: Mujhe painting karna pasand hai. #Person1#: Tum kya cheezein paint karte ho? #Person2#: Mainly seascapes. #Person1#: Tumhe kaunse sports pasand hain? #Person2#: Mujhe lagbhag saare sports pasand hain, aur mujhe khelna aur dekhna dono enjoy karna pasand hai. Mujhe khaas taur par tennis aur mountain climbing pasand hai. Main school mein climbing club ka hissa tha.",#Person2# #Person1# ko batata hai ki #Person2# apne free time mein family ko bahar le jaata hai. #Person2# ko seascapes paint karna aur lagbhag saare sports pasand hain.
"#Person1#: Jenny, mujhe soch rahe the agar tum, um... kya tum is Friday busy ho? #Person2#: Haan, Friday ko mere paas kaam ke baad class hai. #Person1#: Oh. Saturday ke baare mein kya? Kya tum free ho? #Person2#: Saturday ko mere parents sheher aa rahe hain. Kya hua? #Person1#: Aaj raat ke baare mein kya? Kya tumhare paas aaj raat koi plans hain? #Person2#: Nahi. Kya tum kuch karna chahte ho? #Person1#: Haan! Haan! Main tumhe dinner par le jaana chahta hoon. #Person2#: Oh! Yeh toh bahut accha lagta hai! Chhe baje kaisa rahega?","Jenny Friday aur Saturday ko available nahi hai, isliye #Person1# usse aaj raat dinner par bulata hai."
"#Person1#: Pichle meeting mein, stockholders ne ek saath milke humari company ka merger Blycore ke saath rokne ka vote diya. Executive committee toh merger ke paksh mein thi... Mujhe samajh nahi aata ki stockholders ke paas itni taakat kaise hai plans ko kharab karne ki... #Person2#: Agar sab log kisi ek issue par milte hain, toh stockholders ke paas aakhri faisla hota hai. Tumhe lagta hoga ki shayad hamara CEO ya workers kaam karte hain, lekin asal mein, stockholders paise control karte hain isliye unke paas sabse zyada taakat hai. #Person1#: Kya yeh sach mein itna aasan hai? Aisa lagta nahi ki is tarike se kaam karna bahut efficient hai... #Person2#: Shayad yeh sabse efficient nahi hai, lekin agar tum ispar sochoge, toh yeh kaafi samajhdari lagta hai. Stockholders hamare investors hain. Unke paas hamari company ka capital hai, toh unhe yeh decide karne ka haq hona chahiye ki company ke saath kya hota hai. #Person1#: Mujhe lagta hai main yeh maan leta hoon...",#Person1# kehta hai ki stockholders ne merger rokne ka vote diya lekin executive committee ne merger ka samarthan kiya. #Person2# samjhata hai ki stockholders paise control karte hain isliye unka aakhri faisla hota hai.
#Person1#: Hum route No. 10 lenge. #Person2#: Theek hai. Tumhare group mein kitne log hain? #Person1#: Bas do. Trip ka cost kitna hai? #Person2#: $ 200 for double. #Person1#: Kya koi chance hai lower price ka? #Person2#: Mujhe dar hai nahi. Abhi tour season hai.,#Person2# #Person1# ki trip book karne mein madad karta hai 2 logon ke liye bina kisi discount ke.
"#Person1#: Mark? Mujhe woh file chahiye jo tumne kal li thi. #Person2#: Mujhe maaf karo, Janet. Main woh ghar par bhool gaya. Main subah wapas launga. #Person1#: Mark, maine tumhe kal dopahar ko bola tha ki main aaj woh file use karne wali hoon. #Person2#: Mujhe pata hai, Janet. Main bas nikal gaya aur bilkul bhool gaya. Main ghar jaake woh dopahar ko launga, theek hai?",Janet gussa hai ki Mark ne file bhool gayi. Woh ghar jaake file laayega.
"#Person1#: Box mein kya hai? #Person2#: Sandy, mujhe lagta hai humne galti ki. . . #Person1#: Tumhara matlab kya hai? #Person2#: Yeh ek cute chhota teddy bear hai! #Person1#: Kitna sweet hai! Shayad yeh sirf ek shy ladka hai jise tumse crush hai! #Person2#: Aur dekho humne iske saath kya kiya! Hey. . . isne mujhe apni business card di. #Person1#: Wah! Aaj raat isse call karo! Tum dono ki sach mein ek interesting love story hogi sabko batane ke liye!",#Person1# ko lagta hai ki ladke ko #Person2# par crush hai aur #Person1# #Person2# ko aaj raat usse call karne ki salah deta hai.
"#Person1#: Sun, Karen, mujhe tumhari madad chahiye. Main yahan kisi ko nahi jaanta. #Person2#: Main madad karne ke liye khush hoon. Kya hua? #Person1#: Meri saas hospital chali gayi hai L. A. mein. Hank aur main aaj raat wahan udan bhar rahe hain. #Person2#: Yeh sun kar mujhe afsos hua. Uske saath kya hua? #Person1#: Doctors abhi tak sure nahi hain. Lekin asli samasya Suzy hai. Usse badi sardi ho gayi hai, aur hum nahi chahte ki usse saath le jayein. Lekin humein nahi pata ki uske saath kaun ruk sakta hai. #Person2#: Tumhe ek babysitter ki zarurat hai. #Person1#: Haan, main Jill se poochta, jo maine pehle rakhi thi, lekin mujhe kisi ko raat bhar chahiye. Shayad do raaton ke liye bhi. #Person2#: Main Suzy ko apne ghar rakh sakti hoon. #Person1#: Main tumhe yeh karne nahi kehna chahti, Karen. #Person2#: Kyun nahi? #Person1#: Tumhare apne bachche Suzy ki sardi le lenge. Mujhe lagta hai ki yahan ek accha babysitter hona behtar hoga. Lekin mujhe nahi pata kisse poochun. Mujhe Jill se zyada mature kisi ki zarurat hai. Shayad yeh do ya teen din ke liye ho. #Person2#: Mujhe pata hai hum kisse pooch sakte hain. Ek ladki hai jise main jaanti hoon, Sara Ralston. Uski umar 17 hai, aur woh aam taur par is tarah ka kaam leti hai. Main use apne church se jaanti hoon, aur main uspar poora bharosa karti hoon. #Person1#: Main usse baat karna chahti hoon. Yeh short notice hai, mujhe pata hai. Lekin Hank aur main aaj raat ja rahe hain. #Person2#: Main tumhe uska number dila dungi. Mujhe ummeed hai woh kar payegi. Woh bahut responsible hai. #Person1#: Main khush hoon ki tumhe koi pata hai. Mujhe pata tha ki tum iske liye sabse acchi vyakti ho. Main Jill ya uski maa ko beizzat nahi karna chahti. Mujhe lagta hai Jill shayad kar sakti hai. Lekin main thodi badi umar ki kisi ko chahungi. #Person2#: Main ghar jaake Sara ka number laungi. Main pehle use khud call karungi. #Person1#: Bahut accha. Phir mujhe call karo aur batao agar woh free hai.",#Person1# aur Hank LA ja rahe hain apni bimar saas se milne lekin woh Suzy ko ghar par chhod rahe hain isliye unhe ek babysitter ki zarurat hai. #Person1# Jill ko sochti hai lekin Jill bahut chhoti hai. Karen Suzy ko apne ghar rakh sakti hai lekin #Person1# ko dar hai ki uske bachche Suzy ki sardi le lenge. Karen Sara ko recommend karti hai jo babysitting karti hai aur #Person1# usse contact karegi.
"#Person1#: Kya tum bank jaane ke liye ready ho? #Person2#: Haan, wahan tumhe kya karna hai? #Person1#: Mere bank statement mein problem hai. Usmein ek mistake hai. Mujhe ATM se thoda paisa bhi withdraw karna hai. #Person2#: Mujhe kuch paisa exchange karna hai. #Person1#: Bilkul sahi. Tum agle hafte ja rahe ho. #Person2#: Mujhe yeh bhi dekhna hai ki meri salary mere bank account mein aayi hai ya nahi. Pichle hafte problem thi. #Person1#: Mujhe apna credit bill bhi pay karna hai. Agar maine jaldi nahi kiya, toh credit card company mujhe interest charge karegi. #Person2#: Unka interest rate aksar kaafi high hota hai. Yeh achha idea hai ki apne credit card ke debts ko interest lagne se pehle chukaa do.","#Person1# bank statement check karega, thoda paisa withdraw karega aur bank mein credit bill pay karega. #Person2# paisa exchange karega aur salary check karega."
"#Person1#: Wonderland Travel, kya main aapki madad kar sakta hoon? #Person2#: Haan. Main aapke Paris ke package tour mein interested hoon. Kya aap mujhe iske baare mein aur bata sakte hain? #Person1#: Bilkul. Is package mein air travel Paris jaane aur wapas aane ka, accommodations, meals aur city ke andar transportation shamil hain. #Person2#: Tour kitne din ka hai? #Person1#: Yeh lagbhag ek hafte ka hoga.",#Person1# #Person2# ko Paris ke package tour ki kuch jaankari deta hai.
"#Person1#: Excuse me. Kya mujhe ek bus map mil sakta hai, please? #Person2#: Aapka matlab city ke liye hai? #Person1#: Haan, New York ke andar. #Person2#: Mujhe dar hai ki hamare paas koi nahi hai. Agar main aapki jagah hota, toh main newspaper stands se try karta. #Person1#: Thank you.",#Person2# ne #Person1# ko suggest kiya ki woh newspaper stand se bus map kharide.
"#Person1#: Mary, lagta hai tumhare family aur friends tumhe recently call kar rahe hain, kya main sahi hoon? #Person2#: Haan, unhe meri job dhundhne ki chinta hai. #Person1#: Woh kya kehte hain? #Person2#: Woh mujhe kuch jobs recommend karna chahte hain. #Person1#: Really? Kaunse jobs hain woh? #Person2#: Mere father chahte hain ki main unki company mein trainee ke taur par kaam karun. #Person1#: Yeh toh badiya hai! #Person2#: Meri aunt kehti hain ki unki company ko abhi assistant ki zarurat hai, aur woh chahti hain ki main ismein try karun. #Person1#: Yeh ek acchi opportunity hai. #Person2#: Mere ek dost kehta hai ki uski company large scale par hiring kar rahi hai aur woh chahta hai ki main interview ke liye jaun. #Person1#: Tum try kar sakti ho! Shayad tumhe success mile. #Person2#: Mujhe pata hai. Thoda soch leti hoon. #Person1#: Agar tumhare paas koi acchi jobs hain, toh mere liye dhyan rakhna! #Person2#: Main rakhungi.",Mary ke family aur friends chahte hain ki woh unhe kuch jobs recommend karein. #Person1# Mary se kehta hai ki achi jobs ke liye dhyan rakhe.
"#Person1#: Tumne suna kaun election jeeta, na? #Person2#: Haan. Mujhe toh bahut excitement hai ki Obama jeet gaya. #Person1#: Main bhi bahut khush hoon ki usne jeeta. #Person2#: Us aadmi ne toh history bana di. #Person1#: Kya tumne uske liye vote diya? #Person2#: Bilkul diya! Tumne kya kiya? #Person1#: Of course diya! #Person2#: Mujhe abhi bhi shock hai yeh jaan kar ki usse elect kiya gaya. #Person1#: Main bhi! #Person2#: Main dua karta hoon ki wo is country mein cheezein behtar kare. #Person1#: Main sure hoon ki wo karega. #Person2#: Mujhe bhi pata hai ki wo karega.",#Person1# aur #Person2# dono ne Obama ke liye vote diya aur dono khush hain ki wo jeet gaya.
"#Person1#: Kya tum mujhe financial aid ke baare mein kuch bata sakte ho? #Person2#: Kya exactly? #Person1#: Iske liye kaise apply karna hai? #Person2#: Jab tum apna pehla letter bhejte ho, yaani admission ke liye apply karte ho, tumhe unhe yeh bhi batana chahiye ki tumhe unki financial aid ki zarurat hai. #Person1#: Phir... #Person2#: Agar aid available hai, toh woh tumhe do ya zyada application forms denge, ek admission ke liye, aur baaki aid ke liye. #Person1#: Agar nahi? #Person2#: Woh tumhe batayenge ki aid possible nahi hai.","#Person2# #Person1# ko batata hai ki jab #Person1# admission ke liye apply karega, toh #Person1# ko unhe yeh bhi batana chahiye ki #Person1# ko financial aid ki zarurat hai."
"#Person1#: Job toh bahut accha lag raha hai, par mujhe thoda chinta hai ki ismein kitna time lagega. #Person2#: Yeh toh kaafi reasonable hai. Mujhe kabhi bhi grading karne mein paanch ghante se zyada nahi lage. Aur grades computer pe record karne mein aur 30 se 40 minutes lagte hain. #Person1#: Yeh toh manageable lagta hai. Mujhe lagta hai tum apne schedule ke hisaab se kaam kar sakte ho, hai na? #Person2#: Oh, haan, tum grading apne room mein ya library mein kar sakte ho. Tumhe sirf har set agle class ke liye wapas karna hota hai, par iska matlab hai ki tumhare paas hamesha kam se kam do din hote hain aur kabhi kabhi chaar din bhi. #Person1#: Yeh toh accha lag raha hai. #Person2#: Tumhare interview ke liye good luck.",#Person2# grading par manageable time spend karta hai aur uske paas hafte mein kam se kam do din free hote hain. #Person1# ko job acchi lagti hai.
"#Person1#: Tum khush nahi lag rahe ho. Kya hua? #Person2#: Yeh computer assignment hai. John aur maine milkar project kiya hai. Lekin ab tak humne sirf aadha kiya hai. #Person1#: Accha, tumhe jaldi karna chahiye. #Person2#: Mujhe pata hai. Lekin asal mein, John kuch nahi kar raha. Mujhe nahi pata kaise usse kehna hai. Uske parents ke saath problems hain aur woh aajkal kaafi upset hai. #Person1#: Lekin yeh uska kaam bhi utna hi hai jitna tumhara. Main suggest karta hoon ki tum usse baat karo. Aur usse batao ki usse kaam share karna chahiye. #Person2#: Haan. Mujhe lagta hai main kaam share karunga.",#Person2# ne John ke saath milkar kaam kiya lekin John kuch nahi kar raha kyunki woh upset hai. #Person1# usse baat karne aur kaam share karne ka suggestion deta hai.
"#Person1#: Excuse me. Kya aap meri madad kar sakte hain? #Person2#: Haan? #Person1#: Mere paas Seattle ka ticket hai. Main wahan kaise jaaun? #Person2#: Main yahan aapki madad nahi kar sakta. Aapko ticket counter par jaana hoga. Is passage ko end tak jaao, phir left lo aur teen sau yards jaao. Aapko ek sign dikhega jo kehta hai, 'Check In'. Phir jis airline ka aapka ticket hai usse dhoondho. #Person1#: Kya aap ye dobara keh sakte hain, please? #Person2#: Sure. Is hall mein jaate raho jab tak aap end tak nahi pahunch jaate. Phir left jao jab tak aapko upar bada sign nahi dikhta jo kehta hai 'Check In'. Wahan alag-alag airlines ke liye bahut saare counters honge. Aap us counter par jao jahan aapka ticket hai. #Person1#: Is hall mein end tak jaana hai. Phir left jaana hai? #Person2#: Bilkul sahi. Yeh lo, main aapko ek map bana ke dikhata hoon. Kabhi kabhi ye confusing hota hai. #Person1#: Thank you. #Person2#: My pleasure.",#Person2# #Person1# ko kehta hai ki wo hall mein jaaye aur left jaake ticket counter par jaaye. #Person1# confused hai isliye #Person2# ek map banake dikhayega.
#Person1#: Kya tum doctor ke paas apni khansi ke liye gaye the? #Person2#: Doctor ne kaha agar main smoking karta raha to mere heart attack ya lung disease hone ka chance badh jayega. Aur main smoking chhodne ka soch raha hoon kyunki problems kaafi serious lag rahi hain.,#Person2# smoking chhodne ka soch raha hai kyunki yeh health ke liye harmful hai.
"#Person1#: Kal mujhe ek telephone call se almost fool kar diya tha. #Person2#: Yeh kis baare mein tha? #Person1#: Do logon ke liye ek hafte ki vacation. Lekin jab unhone mujhe ek special telephone number par call karne ko bola prize claim karne ke liye, tab mujhe samajh aaya ki yeh ek cheat hai. #Person2#: Achha, woh calls toh unbelievable high rates par charge hote hain.",#Person1# ne #Person2# ko ek telephone scam ke baare mein bataya.
"#Person1#: Kya tumhe contract dekhne ka mauka mila? #Person2#: Haan. Maine ise dhyan se padha. #Person1#: Aur kya tumhare paas koi questions hain? #Person2#: Nahi. Lekin contract mein likha hai ki mujhe 22 ghante padhana hoga har hafte. Kya tumhare paas itne classes hain mere liye turant? #Person1#: Nahi, shayad nahi. Pehle do hafton mein tum 10 ya 15 ghante padhoge. #Person2#: Lekin meri salary 1100 dollars mahine ki hogi. Kya tum pehle mahine mujhe itna doge? Kyunki, mera matlab hai, main itne ghante nahi kaam karunga. #Person1#: Main samajhta hoon. Isliye maine contract par date nahi likhi. Pehle do hafton mein, hum tumhe un ghanton ke hisaab se pay karenge jo tum padhate ho. Jab tumhare paas 22 ghante ki classes ho jayengi, tab contract lagu hoga. Kya yeh theek hai tumhare liye? #Person2#: Oh, toh main aaj contract sign nahi kar raha. Kya yeh sahi hai? #Person1#: Main nahi chahta ki tum galat samjho, Miss Briggs. Hum tumhe hire karne ke liye bahut serious hain. Hum chahte hain ki tum humare liye padhao. Hum aam taur par contracts is tarah karte hain kyunki yeh zyada convenient hai. #Person2#: Main yeh maan sakta hoon. #Person1#: Achha. Aur tumhare benefits turant shuru ho jayenge. #Person2#: Kya meri health insurance bhi? #Person1#: Haan. Hum kal tumhari health insurance ke liye apply karenge. Aur agar tum chaho toh aaj se tumhari free membership club mein shuru hoti hai. #Person2#: Mujhe free membership ke baare mein kuch questions hain. #Person1#: Tumhe kya jaanana hai? #Person2#: Kya meri membership paid club members ke samaan hai? Mera matlab, kya mujhe club hotels par discounts milenge? #Person1#: Bilkul. Sirf restaurant aur bar vouchers mein farq hai. #Person2#: Bar vouchers kya hote hain? #Person1#: Paid club members ko restaurant vouchers mein saal mein lagbhag 300 dollars milte hain. Yeh vouchers restaurant ya lounge mein istemal kiye ja sakte hain. Lekin hum employees ko vouchers nahi dete. #Person2#: Lekin contract ke hisaab se, employees ko restaurant mein discount milta hai. #Person1#: Bilkul sahi. Toh ek tarah se, yeh tumhare liye members se sasta hai. Tumhe unse zyada benefits milte hain. #Person2#: Toh, abhi ke liye, tum chahte ho ki main contract ka ek copy rakhun. Lekin hum ise abhi sign nahi karenge. Yeh sahi hai? #Person1#: Haan. Maine contract isliye tayar kiya hai taaki tum sab kuch samajh sako. Taaki tum terms samajh sako. #Person2#: Main samajhta hoon. Aur contract ke terms ke hisaab se, main is job ko accept karne ke liye khush hoon. Main iski intezaar kar raha hoon. #Person1#: Main bahut khush hoon. Hum tumhe yahan dekhne ke liye intezaar kar rahe hain, Miss Briggs.",#Person1# Miss Briggs ko contract samjhata hai. #Person1# pehle do hafton mein teaching hours ke hisaab se pay karega aur phir contract lagu hoga. Uske benefits turant shuru honge lekin usse restaurant vouchers nahi milenge jaise paid club members ko. #Person2# is job ko accept karne ke liye khush hai.
